"label,""tweet"""
"negative,""@alkurnoona eh kak aku cek di traveloka kalo dari yia transit 2x (jkt & sg) lah dari sby malah transit 1x (sg doang) tapi mehong udah nyentuh 2,2 pake scoot (dari yia malah 2,9). Murah dari jkt 1,7 ?? semua asumsi tgl 20 des."""
"positive,""Kalo ini marketingnya traveloka cakep banget sih wkkakskaka"""
"positive,""In traveloka we believe.. admin dia lupa nk switch acct ke? ????"""
"positive,""Utk tiket nya bebas beli dmn. Bs di KAI acces,atau traveloka. Tiketnya murmer. Yang ekonomi 30k. Yang executive arround 50k. 
Karena kesan2 temenku tiap ke skbmi selalu buruk di perjalanan. Wkwk 
Nanti aku bs rekomendasi kuliner nyaa. Hehe"""
"positive,""Terimakasih @traveloka krn mu aku sedikit menghemat ????"""
"positive,""admin traveloka Malay tyongf keknya ????"""
"positive,""Ini beneran akun Traveloka Malaysia ya?

Tapi bener min Taeyong Best Leader"""
"negative,""Udh niat download traveloka karna mau liburan , nyatanya skrng udh kerja kerja kerja ga jadi liburan deh ?????"""
"positive,""HEH INI PASTI MARKETINGNYA TRAVELOKA YA KANN @refalhady"""
"positive,""Yes, thank you Traveloka Malaysia ?"""
"negative,""450rb itu promo mas, dpt cookies pula ???? kalau di agoda atau traveloka 550rb.. mirip2 kure.. hehehe"""
"positive,""Ini s3 marketing traveloka yakin"""
"negative,""ahhh gimmick traveloka kan"""
"positive,""Iseng cek traveloka jakarta tel aviv 12 jt pp, nabung yuk biar bisa kesana"""
"negative,""Adain lagi voucher diskon tagihan isi ulang dong kak. Lumayan tuh habis beli tiket pesawat dapet Points banyak enak kalo dituker jadi voucher tagihan isi ulang. Dulu ada kenapa sekarang gaada"""
"positive,""Hai Refal Hady, semuanya geger gegara igs kamu, tapi aku mah biasa aja, soalnya aku mencium aroma2 S10 marketing part 2 (kali ini bareng Traveloka)??
Mau ngeprank lagi kann, ngaku gakkk @refalhady"""
"negative,""Blm tau nder akhir bulan apa awal bulan. Dlu traveloka epic keknya awal2 bln."""
"negative,""yg traveloka tiketcom dkk lakukan---kalo dibilang cuman nyalo---nggak ngitung susahnya proses ngambil bagian margin yg gede itu dari tangan2 preman rent-seeker tsb. tiap2 airlines, misalnya, ada raja2 kecilnya sendiri. dibagiin seenak jidatnya aja."""
"negative,""Jangan ngarep kalian ini cuman iklan traveloka"""
"negative,""Kak jangan kan kamu. Mama ku baru sehari dapet paylater. 1 hari dah hampir mau sejuta, sampe di tlp traveloka karena takut bukan emak gua yg pake????"""
"negative,""pasti igs refal yg second acxount cuma gimmick buat iklan traveloka ??"""
"positive,""Ah kmrn dr bandara jg naik bluebird, ternyata mereka gabung sm traveloka. Jadinya quick ride, ngebantu banget sumpah yg bingung2 naik apa dr bandara ??"""
"negative,""@traveloka saya ingin bertanya bagaimana status no.pesanan 818097943 ?? Klo memang sudah penuh uangnya tolong di refund secepatnya !!"""
"positive,""Otw buka aplikasi @traveloka cari tiket ke singapore mau liburan bareng @refalhady ??????"""
"positive,""Traveloka gimmick di medsos banyak banget tapi alus semua dan tepat sasaran terus.
Salut sih."""
"negative,""Gatau kenapa belakangan sering denger kasus eror di traveloka sar"""
"positive,""Janlup pesenn tiketnya di @traveloka yee repalll"""
"negative,""Bakal banjir turis WNA kan? tp kok gw check d travel apk spt pegi2, traveloka, harga masih pd normal ya? Pd nginep dmn itu turis? Buka tenda d ancol? Wkwkwk"""
"negative,""Beli tiket @airasia_indo melalui @traveloka utk flight jam 6 pagi, direschedule ke jam 10.55. Saya atur reschedule sendiri di app ternyata bisa ke jam 7, tapi ada tambahan biaya. Kenapa jd saya yang rugi ya? Kenapa mindahin jadwal saya jauh amat?"""
"negative,""@traveloka hallo min butuh bantuan pembayaran saya nyangkut"""
"negative,""Poin traveloka cuma notifnya expired mulu ga kepake"""
"negative,""Stres gue bolak balik cek traveloka sama tiket ????????"""
"negative,""halo kak mau tanya, beli annual pass via traveloka tapi aku gagal reedem pas upload foto tuh gmn yaa :( atau bisa reedem disana aja pas hari H? makasii sebelumnyaa"""
"positive,""Pake traveloka ya booking hotel dllnya? Tenang beb, aku selalu pake traveloka kalo booking hotel dan pesan tiket ??"""
"positive,""Hahhaa aseekk diajak mimin @traveloka????????"""
"positive,""iyaa alasannya biasanya dia ada voucher traveloka jadi biar dia yang book"""
"positive,""Kaget direply mimin xixixi ya dong min sayang kalo dilewatkan. Yes moga aku menang ya min??????"""
"negative,""Modus lama kalo split bills. Modus baru dia yg pilih hotel,korban disuruh bayar ke traveloka. Rekening traveloka,padahal itu paylater traveloka,wkwk...."""
"negative,""Pegi - pegi paling oke, traveloka mah ngibul doang wkwkwk"""
"negative,""Dari pagi sampe sekarang, gue ngescroll Shopeefood, Grabfood, Gofood sampe Traveloka food buat maksi gue dan Paksu. Astagaaaa ??"""
"negative,""@traveloka halo kak. Dr kemarin sy mau pake quick ride di apps kok selalu begini ya? Ini kenapa? Mohon dibantu. Tks"""
"negative,""booking flight @airasia_indo via @traveloka pesanan berhasil dengan creditcard, begitu mau check in di airport ga bisa krn ticket ga valid,bookingan otomatis tercancel krn pembayaran belum di terima oleh @airasia_indo"""
"negative,""Gimana ini??? @traveloka udah sampe bandara masa gak ditemuin kode booking nya dan disuruh pesen tiket baru go-show"""
"negative,""Pengen buka twitter tapi yang di buka malah traveloka. Sering terjadi sama gue."""
"positive,""kocak bgtt twit ku direply traveloka"""
"positive,""Makasih ya traveloka, kamu perhatian banget udah kayak ayang aja??"""
"positive,""Cari se di traveloka, banyak nan murah mah"""
"negative,""Pengen buka Tokped, jol pencet Duolingo. Pengen buka BNI malah pencet Shopee. Pengen buka Twitter malah pencet Traveloka.

Persoalan."""
"negative,""@traveloka Kenapa kalian masih ambil duit saya? Kan kalian tau saya batalkan ambil kamar karena merasa ditipu oleh publikasi kalian?"""
"negative,""Saya batalkan kamarnya, tapi duit saya masih diambil sama @traveloka"""
"negative,""Kok traveloka jarang epic sale ya sekarang :)"""
"positive,""Dua hari lagi guyss ada Traveloka epic sale!!!! Siapa yg ga mau staycation murahh!!! #traveloka #epicsale #epicsalebaliklagi"""
"negative,""@traveloka kenapa sih gini terus appnya, gak bisa klaim reward"""
"positive,""Mending pesen di traveloka aja nder.. lbh trusted.. kadang disana ada promo kok"""
"positive,""Always pake Traveloka sih apapun itu. Mulai dari tiket pesawat, tiket kereta ataupun hotel."""
"negative,""@traveloka app traveloka ga ada 3ds ya? Sdh masukin cvv ga dikirim otp. Cc sdh sering dipakai transaksi online dikirim otp"""
"negative,""Ini penyakit traveloka dari dulu. Ga ada otp transaksi bisa berhasil. Trus kita diarahkan ke bank. Pdhl gue pakai @tiket @pegipegi selalu ada otp"
"negative,""Traveloka gak heran. Beli tiket kereta dan pswt gak ada 1 pun terima otp. Pdhl sdh masukin CVV, tiba2 aja transaksi berhasil"""
"negative,""gue juga, sdh masukin cvv tapi ga ads otp. tiba2 trx berhasil. aneh banget @traveloka bisa jadi tmpt penipuan"
"negative,""Saya sewa mobil lewat @traveloka . Dari awal sudah di bilang mobil kondisinya aneh, di tengah jalan pecah ban. Malah saya yang dikenain charge. Respon dari penyewa lambat dari awal. Gimana sih sebenernya ini tuh? Masa customer yg nanggung."""
"negative,""Traveloka lagi bakar duit tuh sikat"""
"negative,""@traveloka mau booking tiket pswt. Knp tidak ada otp hnya mmasukkan cvc"""
"negative,""belom ada yg cocok nyari hotel di traveloka woi??"""
"positive,""Sumpah masi nanya"" kalo beli di traveloka takut kaya org"" nanti?? tapi di traveloka murah"""
"positive,""memang lebih murah traveloka nder, tp klo dari traveloka ga berlaku weekend dan hari merah"""
"positive,""kebetulan sih iya, murah di traveloka kok"""
"negative,""trimakasi traveloka walopun saya kmaren ketinggalan pesawat karna anda saya jadi untung banyak??"""
"negative,""Puerto rico tidak ramah traveloka??"""
"negative,""@traveloka customer servicenya ga ada yg bener lama bgt responnya ga di email ga di aplikasi semua gada yg nyaut"""
"positive,""Beneran kasih ya min!!! Gasabar book hotel di EPIC SALE BALIK LAGI selasa nanti, karena aku juga udh beli tiket keretanya lewat traveloka ??????"""
"positive,""Aku tau nih #YangKamuButuhkan , ada di Traveloka Health, mudah dan cepat responnya."""
"positive,'Aku saranin di Traveloka Health kak kalo mau konsultasi, praktis dan mudah juga, karena tau #YangKamuButuhkan"""
"positive,""Hanya di Traveloka Health kak, tau apa #YangKamuButuhkan , udah mudah, praktis, dan gak ribet"""
"positive,""Gak usah khawatir, sekarang konsultasi di Traveloka Health aja kak, disini akan menjawab apa #YangKamuButuhkan"""
"positive,""traveloka udah aman daah"""
"positive,""Team CS @traveloka is the best ?? Shout out to the team yg standby malem ini dr jam 6 ampe 9 yg udah bantuin aku .. Keep up the good work! Bismillah, semoga bisa dpt bonus dan naek gaji ya Kak ??????"""
"positive,""Konsultasi kesehatan emang paling tepat di Traveloka Health, karena respon nya cepat #YangKamuButuhkan di saat situasi emergency"""
"positive,""Kak coba pake Traveloka Health dehh pasti lebih nyaman dan fastresponn karena itu #YangKamuButuhkan"""
"negative,""@traveloka ini mksdnya apa sih yg bener tu gimanaaa??? Di aplikasi tidak ada keterangan pindah ke SuperJet. Saya ada meeting kerja tolong jgn begitu mudah pindah2 waktu"""
"positive,""Sini pke traveloka Health aja kak, gampang lagi dipakai"""
"positive,""Sekarang kalo ngk ada waktu buat konsul ke dokter bisa via online loh, pake Traveloka Health aja udh bisa konsultasi"""
"positive,""Metiuw naik xtrans, di Traveloka bisa pesen sama ada jam2nya.. semoga bantu ya"""
"positive,""gk perlu susah susah sekarang konsultasi dokter online bisa di Traveloka Health gk pake muter muter, lancar lancar terus lagi"""
"positive,""solusinya cuma Traveloka Health #YangKamuButuhkan jadi ga perlu bingung2 lagi deh ka"""
"positive,""gw salah satu manusia beruntung yg bisa nyicip kerja di traveloka padahal bukan dari sekolah favorit, boro boro favorit sarjana aja engga"""
"negative,""@traveloka @BANKBRI_ID HALLLOOO MIN , ini kenapa ke debet 2 kali yaaa ???"""
"positive,""Traveloka lebih perhatian"""
"positive,""GOKILLLL EPIC SALE BALIK LAGI ini ga tanggung tanggung sampe 30jutaaaa hadiahnyaa. Wahh gile si ini Traveloka, cobain nih sapa tau hoki https://trv.lk/EPIC-Referral-Game"""
"positive,""coba pake aplikasi Traveloka Health aja kak, cocok banget buat konsultasi ke dokter secara online"""
"positive,""coba pake Traveloka Health aja kak, pokoknya Traveloka Health akan menjawab apa #YangKamuButuhkan"""
"positive,""coba konsultasi di Traveloka Health aja kak, lebih gampang dan enak disana"""
"negative,""Pernah staycation di hotel by traveloka saking bagus nya type kamarnya ampe ga bisa tidur malah ?????? kesel ygy"""
"positive,""Kalau bisa mending konsul ke dokter aja sih kak, karna kan lebih berpengalaman. Cobain deh di Traveloka Health #YangKamuButuhkan"""
"positive,""coba di Traveloka Health kak enak banget asli dah kalo konsultasi di sana ??"""
"positive,""aku sih biasanya di Traveloka Health kal dokternya ramah tamah sih"""
"positive,""halo kak aku mau rekomendasiin pake Traveloka Health aja, di Traveloka Health ini akan menjawab apa #YangKamuButuhkan jd ga perlu repot?? lagi ke sana sini"""
"positive,""Sebaiknya emang konsul sih karna kan biar tau mslhnya apa dan obat yang pas buat diminum jg apa, biar gk salah. Konsul di Traveloka Health mnrut aku membantu banget #YangKamuButuhkan"""
"positive,""haduuh kak, sini deh aku rekomendasiin Traveloka Health buat kaka, pokoknya Traveloka Health akan menjawab apa #YangKamuButuhkan"""
"positive,""Menurut aku ya, klau udah konsul ke dokter itu jadi lebih aman soalnya kan nanya sama yang berpengalaman. Worth it ko, aku tiap merasa sakit selalu konsul di Traveloka Health"""
"positive,""sebenernya kl pgn tau bnr tdknya emang harus konsul ke dokter sih biar aman #YangKamuButuhkan ada di Traveloka Health"""
"positive,""terimakasih ???? @traveloka"""
"positive,""saranku sih emang harus konsul ke dokter sih biar lebih tau #YangKamuButuhkan ada di Traveloka Health"""
"positive,""jangan asal asalan sih kalo minum obat, takutnya nanti ga sesuai gitu. mending konsul ke dokter aja 
Traveloka Health"""
"positive,""paling enak tuh konsul ke dokter aja sih di Traveloka Health biar lebih enak dan terpercaya juga #YangKamuButuhkan"""
"positive,""mending konsul via Traveloka Health aja kak aku jg sering"""
"positive,""Tapi emng bner sih klau bisa dikurangi minum obat, kecuali emng udah ke dokter gitu. Biasanya aku konsul di Traveloka Health #YangKamuButuhkan"""
"positive,'Aku rekomendasiin Traveloka Health buat kaka, Traveloka Health tahu apa #YangKamuButuhkan jadi ga perlu bingung2 lagi deh ka"""
"positive,""bener sih, btw skrg aku ga bingung lagi kalo mau tanya2 soal kesehatan aku udah ada Traveloka Health #YangKamuButuhkan pasti satsetsatset nemu solusi?"""
"positive,""Traveloka Health bisa jadi solusi #YangKamuButuhkan kalo lagi urgent buat konsultasi kesehatan nder yuk cobain"""
"negative,""Min @traveloka jangan ngasi paket transit beda maskapai lagi ke saya, saya sudah jera?????"""
"negative,""Semacam pengen extend Bandung trip tp kok dari tadi check hotel di traveloka yg gue mau full semua huhu"""
"positive,""EPIC SALE BALIK LAGI menangin aku pokoknya ??. Mau terbang ke Makassar soalnya beli tiketnya di @traveloka tentunya"""
"positive,""Aku sih yess kak, secara pake traveloka terus hehe"""
"positive,""Asikkk Traveloka Epic EPIC SALE BALIK LAGI. Auto hemat https://trv.lk/EPIC-Referral-Game"""
"positive,""banyakkkk, daerah braga tuh kimayaa ibis gino feruci gtugtuu under 500 cek traveloka deh trs savoy homan jh under 500 tapi no breakfast kalau sukajadi kolektiv hotel lucuu ada de java jg. daerah riau gtuu ada tebuu"""
"positive,""waduh apeniii traveloka emg best bgt sumpaahh ini dpt 30jt tarr ya mantep bgtt https://trv.lk/EPIC-Referral-Game EPIC SALE BALIK LAGI"""
"positive,""Wahhh pas banget nih kakak nyaa mau staycation, traveloka lagi ada epic sale loh buruan kak cek apk travelokanya dan ikutin GA lucky draw biar dapet 30 Jt"""
"positive,""EPIC SALE BALIK LAGI nih dan menangkan Lucky Draw Traveloka senilai total Rp.30juta loh ?? wahh para mutualanku harus pada tau nih giveaway dari Traveloka... 
Kuy ikutan guys... 
https://trv.lk/EPIC-Referral-Game"""
"positive,""Info penting!! Traveloka EPIC SALE BALIK LAGI ada total hadiah senilai 30jt gila ga tuh? ?? temen-temen gua semua harus pada tau nih ?? 
https://trv.lk/EPIC-Referral-Game"""
"positive,""GUYS LIAT EPIC SALE BALIK LAGI DI TRAVELOKA 
Gaskeun healing tanpa harus mikirin budget yg gede ???? 

Kapan lagi healing dapet kesempatan lucky draw senilai 30juta ??"""
"positive,""Guys guys, EPIC SALE BALIK LAGI loooo!! Mulai dari 31 May - 6 Juni 2022 bakalan ada reward sampe dengan Rp1 juta. Kapan lagi dapet beasiswa stekesyen dari Traveloka. ??"""
"positive,""Aaaa banyak banget bonusnya bener-bener EPIC SALE BALIK LAGI dong, sayang banget sama Traveloka"""
"positive,""OMG! ternyata EPIC SALE BALIK LAGI, @traveloka suka banget nih kasih kejutannn, ini kalian harus pada tauu ada hadiah 30 jutaa gile sii ayo di cek bestie 
https://trv.lk/EPIC-Referral-Game"""
"positive,""Pokok kalau udah traveloka untungnya ??????EPIC SALE BALIK LAGI"""
"positive,""Traveloka EPIC SALE BALIK LAGI waaooww itu samething loe ??????"""
"positive,""Coba pake traveloka. Lebih cepet."""
"positive,""What?? EPIC SALE BALIK LAGI ?? Mantap bet dah traveloka 
https://trv.lk/EPIC-Referral-Game"""
"positive,""EPIC SALE BALIK LAGI traveloka memang dekat dihati'"
"positive,""Ahhh senangnya Traveloka EPIC SALE BALIK LAGI. Otw beli aahh. Mumpung hemat https://trv.lk/EPIC-Referral-Game"""
"positive,""EPIC SALE BALIK LAGI itu emang traveloka bikin gemes https://trv.lk/EPIC-Referral-Game"""
"positive,""Waahhh lagi bokek eh EPIC SALE BALIK LAGI , dan yang terpenting ada hadiah sampe 30 juta, yuk buruan buka traveloka https://trv.lk/EPIC-Referral-Game"""
"positive,'Yesss... menang EPIC SALE BALIK LAGI traveloka ??????"""
"positive,""Cuann nihh Traveloka EPIC SALE BALIK LAGI . https://trv.lk/EPIC-Referral-Game"""
"positive,""Aaa gila gilaa ada EPIC SALE BALIK LAGI , kalian juga bisa main lucky draw yg berhadiah sampe 30 juta loh! cus buruan buka link traveloka dibawah ini https://trv.lk/EPIC-Referral-Game"""
"positive,""EPIC SALE BALIK LAGI pasti muantul epiknya traveloka yess ??????"""
"positive,'Traveloka ada EPIC SALE BALIK LAGI waaooww hampir 30 juta loe guys ??????"""
"positive,""traveloka banyak promo tuh"""
"negative,""Gatau kesalahan dipihak mana, yg jelas OYO 90802 pondok masto sudah alih fungsi, namun masih bisa dipesan dan tidak bisa refund. 
Dari pihak pondok masto bilang kesalahan ada pada @traveloka Mohon tindak lanjutnya @traveloka kasian customer banyak yg rugi"""
"negative,""tadi nyoba buka traveloka tapi kayak kurang lengkap untuk kabupaten pinggiran"""
"negative,'Aneh banget pesen traveloka eats tp yg nganter grab????"""
"negative,""Halo @traveloka, ini saya udah beli paket roaming malaysia dari jam 10 pagi.. hingga sekarang udah di malaysia juga belum terproses :)))) mau dicancel jg gabisa. Gimana yaa?"""
"negative,""Ga pernah sukses gue dapet promoan traveloka hiks"""
"negative,""Oke, tolong pertanggung jawabannya @traveloka.

Ini 4 penumpang #Traveloka terlantar sdh 5 jam, belum berangkat juga.!"
"positive,""gofood napa lg mahal bgt dh?? shopeefood juga delivery feenya jadi nambah hhh. thx traveloka life saver????"""
"negative,""Giman nih @traveloka. ? 
Kok belum ada jawaban di DM.! 

Sdh nambah sejam lho sejak saya komplain tadi. 

Ada 4 penumpang yg Pesan juga dgn Traveloka lho.!"""
"positive,""traveloka sistemnya mantappu bgt"""
"positive,""makanya gue blg gaada ticketing partner yg lebih bagus drpd traveloka anjrit WKWKWKWKWK"""
"negative,""Jogja belum ada Traveloka eats"""
"negative,""traveloka bakar duit nya minim, tp jalan terussss"""
"negative,'@traveloka ini ko blm di refund ya sampai sekarang"""
"negative,""mau bayar traveloka malah tf ke flip ??"""
"negative,""@traveloka Min, utk online check-in skrg gimana ya? Kok ga muncul pilihannya?"""
"negative,""Pengen uninstal traveloka. ??"""
"negative,'Traveloka tuh enak bgt, tp sayang penginapannya ga selengkap agodaaaa huhuhu"""
"negative,""@traveloka kak kok saya gabisa book tiket kereta ya, error terus.."""
"negative,""Traveloka Eats nya dong perhatiin. Buat promo yg menarik orang dong"""
"negative,""sayang sekali traveloka gak promo"""
"positive,""Guys yang masih nyari Tiket Now Playing Fest NPF Day 3 gausah beli di calo, di Traveloka masih ada cuy"""
"positive,""Iyaa bener sekarang tuh rentan banget jadi jangan asal pegang/cium anak apalagi bayi, bahaya banget kann Kasihan juga kalo sampe kena infeksi. Mending konsultasi aja di Dokter Traveloka Health. #YangKamuButuhkan"""
"positive,""Kalau mau gampang buka traveloka terus pilih travel, ntar sesuain sama lokasi kerja kamu, cek juga pake gmaps jaraknya ntar tinggal naik grab ke tempat travel. Pasti ada yang deket soalnya travel dari jakarta ke bandung banyak banget."""
"negative,""Guys traveloka tu gabs liat jadwal kereta ya? Ko ditulisnya gaada rute due to covid 19 yahh??????"""
"positive,""Kenapa resep obat itu diharuskan, ya karena kita org aw ga tau mana obat yg sesuai dgn gejala penyakit kita berikut dosis #YangKamuButuhkan nah sekarang setelah ada Traveloka Health ngebantu bgt kita utk konsultasi masalah kesehatan dll yg sesuai sm kebutuhan kita ya guys"""
"positive,""kalo ada apa apa harus langsung konsul ke dokter aja sih di Traveloka Health biar lebih enak dan terpercaya juga #YangKamuButuhkan'"
"positive,""jangan asal minum obat harus banget ada resep langsung dari dokter. Apalagi sekarang udah simpel #YangKamuButuhkan ada di Traveloka Health pokoknya enak bgt!"""
"positive,""Traveloka eat promo nya ajibb si"""
"positive,""Aku bayarnya selalu transfer sih.. Untungnya blm pernah ada kasus kyk gini, mending traveloka atau airbnb lebih amann"""
"negative,""halo @Dufan @ancoltmnimpian saya beli annual pass di @traveloka tp kok pas dicek di web ancol malah tidak ada ya padahal saya nyantumin email yang sama gimana ya solusinya?"""
"negative,""traveloka be sending notifs 10 times a day abt holiday plan like bish do u think travelling got me paid or smth smh"""
"positive,""Banyak hotel di Jl. Soekarno Hatta. Pilih aja cap cip cup sesuai budget. Buka aja traveloka terus pilih mau yang harga berapa plus view apa. Meruorah is highly recommended."""
"positive,""setujuu, sender konsul saja ke dokter online. sy biasanya di Traveloka Health krn cepet bgtt responnya mana masii gratis"""
"positive,""fix si iya banget, aku juga langsung aja gitu ke dokter online bisa konsul secara online gitu di hp sama dokternya, kalo aku biasanya di Traveloka Health"""
"positive,""Yang kamu butuhkan adalah Traveloka Health wkwk konsultasi masih gratis plus bisa beli obat & vitamin"""
"negative,""Halo tolong dong segera kirimkan formulir pembatalannya???terlalu lama responnya, sudah 1x24 pembelian masih tertunda terus, saya sudah melakukan pembelian via aplikasi lain @traveloka"""
"positive,""setujuuu, nderr ayo konsul sajaa ke dokter online kayaa di Traveloka Health misalnyaa"""
"negative,""Ketuker mlu mo buka twitter ama traveloka _-_"""
"positive,""bener bgttt nderr, coba konsul lwt onlinee, ke Traveloka Health contohnyaa, dia bisaaa nerima konsultasi apapun #YangKamuButuhkan"""
"positive,""kalo tentang konsultasi gitu sih ya mending di Traveloka Health aja huhu, aku juga suka konsul di situ enak sihh, buat yang semisal ada yang sakit apalagi aku orgnya takutan, karena takut parah huhu"""
"positive,""nah kalo masalah konsul?? gtu mendingan di Traveloka Health aja gaiss, aku ge di situ jugaa, ya gimana yaa rada?? takut soalnya kalo lagi sakit, jadi mending langsung konsul aja yekan daripada ternyata sakit parah kan berabe ye ngga"""
"positive,""kalo gua akhir akhir ini kalo ada apa apa langsung konsul ke dokter traveloka health, boleh tuh dicobaa deh"""
"positive,""nahhh bener banget, kalau ada gejala apapun jangan disepelein, walaupun dibilang parno yg dikit-dikit nanya ke dokter online gapapaa.. btw aku lagii seneng nyoba di Traveloka Health krn masih free dan cepet tanggap jugaa dokternya! sender cobaa deh konsul ke Traveloka Health"""
"positive,""ishh kakak kalo mau konsultasi kesehatan bisa loh ke Traveloka Health apapun #YangKamuButuhkan bisa terjawab coba dehh"""
"positive,""Lebih baik konsultasi ke dokter aja sih apalagi jaman sekarang simpel tinggal konsul di Traveloka Health 
#YangKamuButuhkan"""
"positive,""pake di Traveloka Health aja kak udah pasti ada #YangKamuButuhkan di sana, dijamin oke dah dokternya"""
"positive,""Klo mau minum obat janagn overdosis ya sesuai aja sama anjuran dan resep dokter pasti itu sesuai sama #YangKamuButuhkan dan ada di Traveloka Health"""
"positive,""Konsultasi online banyak kok kak ga cuma disitu, ada Traveloka Health yang gampang dihubungi, ga usah khawatir bakalan lemot lagi"""
"positive,""#YangKamuButuhkan kalo ada apa apa langsung konsul ke dokter aja sih di Traveloka Health"""
"positive,""Traveloka Health bisa jadi solusi #YangKamuButuhkan kalo lagi Urgent buat konsultasi kesehatan nder"""
"positive,""Iya makasih udah ngasih tau huhu ?? ohh gituuu, gajadi nih aku uda dapet dari traveloka ternyata ada extra tiket huhu ??"""
"positive,""Jangan asal minum obat harus ada resep dari dokter. Apalagi sekarang udah simpel #YangKamuButuhkan ada di Traveloka Health"""
"positive,""Ya sesuai instruksi dokter aja klo mau minum obat tuh yang pastinya cuma #YangKamuButuhkan aja, skrg sudah tersedia di Traveloka Health"""
"positive,""Ndak jadi udh nemu ternyata ada extra tiket di traveloka hehe ??"""
"positive,""Ga usah bingung ka, sekarang kan udah ada Traveloka Health mudah loh tinggal klik aja udah tau #YangKamuButuhkan gak perlu repot lagii."""
"positive,""banyak krang yang apa2 obat tanpa tau dosis dan kegunaanya. Menurut aku lebih baik konsul ke dokter,lewat Traveloka Health juga bisa. ga harus ke RS kok dan dokter nya enak di ajak ngobrol."""
"positive,""#YangKamuButuhkan sekarang kalo sakit mau konsul online ke dokter ada tuh di Traveloka Health biar dpt onat sesuai"""
"negative,'Traveloka tapi sjk tau ada oyo n pesan oyo dpt problem dr mitra oyo. Jd kecewa sm traveloka. Kirain semua hotel yg djual via traveloka pasti terpercaya"""
"positive,""lebih enak konsul ke dokter kak,biar jelas penyakit nya apa. boleh konsul di Traveloka Health kak"""
"positive,""Iya nih sneng, jd dipermudah gaksi bisa chat dimana aja diwaktu yang genting di Traveloka Health kek ngebantu banget"""
"positive,""sebenernya biar tau salah nggaknya emang harus konsul ke dokter sih biar aman #YangKamuButuhkan ada di Traveloka Health"""
"positive,""Yang pada mau nonton konser dan butuh nginep, ikutan epic sale Traveloka aja tuh. Lumayan untuk berhemat kan. Periode kemarin gue dapet hotel bintang 4 cuma 180k, murah bangettttt wkwkkw"""
"positive,""Benar banget... konsultasi dokter traveloka health adalah solusi tepat #YangKamuButuhkan untuk si kecil agar cepat ditangani dan konsultasi ini gratis"""
"positive,""Udah biasa pake traveloka"""
"positive,""Emak-emak kalau anak panas aja panik minta ampun deh. #YangKamuButuhkan Dokter Traveloka Health tempat curhat sekaligus bisa mencarikan solusi"""
"positive,""Beli tiket di traveloka pake brimo diskon hampir 50% nan. Tertarik, tp mau kemana? Hehe :)"""
"positive,""Sebagai emak-emak baru #YangKamuButuhkan cuma terus belajar kesehatan anak agar anak sehat. 

Traveloka Health bacaan yang bisa diandalkan buat menambah pengetahuan"""
"negative,""((traveloka)) bencong bgt ????"""
"positive,""Bener bgt si sekarang harus bgt ke Dokter dan mudah sangat apalagi sekarang Traveloka Health udah ada dan konsultasinya itupun gratis l. Jadi bebas kapan saja untuk Konsul 
#YangKamuButuhkan"""
"positive,""Sekarang itu harus pinter"" liat di sekitar, apalagi misal anak anak megang sesuatu atau apapun barang itu yang kotor. Bisa jadi itu menjadi hal yg harus hati"" #YangKamuButuhkan jadi bisa kapan aja nih untuk konsul ke Dokter Traveloka Health ?? harus menjaga banget"""
"positive,""Bener banget gejala apapun jgn disepelein, aku klo ada masalah kesehatan walaupun kecil langsung tanya ke dokter online, kemarin aku habis nyoba nih di Traveloka Health konsultasi nya masih free lho dan cepet tanggap dokternya"""
"positive,""@DwNuri nih sesuai #YangKamuButuhkan untuk berkonsultasi dengan Dokter Traveloka Health tentang baby mu supaya sehat. semua ada di Traveloka Health"""
"positive,""Setuju banget, memang kita harus memulai dari diri sendiri dulu menjaga kesehatan, jika perlu ke jelasan tinggal ke Traveloka Health untuk konsultasi dengan Dokter Traveloka Health #YangKamuButuhkan"""
"positive,""Traveloka kpn diskonya yukkkkk"""
"positive,""Bunda2 ini nah buat kesehatan anak kita, #YangKamuButuhkan yaitu merawat anak dengan hati2 dan telaten serta ulet ya bunda2. Silahkan nih bisa konsultasi masalah kesehatan di Traveloka Health dah pokoknya bermafaat bangett ??"""
"positive,""Nah ini penting banget buat jaga kesehatan dan kalo misal aja gejala gitu ngga boleh disepelin mending langsung konsul aja. Kalo konsul juga bisa ke Traveloka Health #YangKamuButuhkan"""
"positive,""Aku sih setuju bgt dok sebaiknya klo ada gejala apapun jgn disepelein, aku klo ada masalah kesehatan walaupun kecil langsung tanya ke dokter online, kemarin aku habis nyiba nih di Traveloka Health konsultasi nya masih free lho dan cepet tanggap dokternya"""
"positive,""Betul. Harus aware sama kesehatan diri sendiri dgn Jaga pola makan, olahraga teratur dan taati Prokes yang dilengkapi vaksinasi dan sekarang jaman udah modern karena #YangKamuButuhkan gampang di dapat. Contohnya kamu bisa konsultasi kesehatan bareng Dokter Traveloka Health"""
"positive,""Wah yg kaya gini nih kan bahaya banget ya, kita dan kalian semua juga harus pinter2 jaga daya tahan tubuh dgn rutin konsumsi vitamin, beli di Traveloka Health aja praktis no ribet ????"""
