index,count word,label,tweet;
"yuk saling bantu klik link ini biar bisa dapet reward additional s.d 1 juta + grand prize 30jt buat dipake di EPIC Sale ?? https://traveloka.com/id-id/user/epic/game-31May2022-EPICMay/ClC12pv-qzRZ-5vqXJrUqg""";
"715,27,positive,""Untuk harga 250-300 ada Safe hotel, zuri, summer, pop hotel, gondola kudapel, efa hotel, delima, amaris, tree park, fave pal 2. Pakai app traveloka biar dpt diskon.""";
716,3,positive,traveloka teman hidup;
717,25,negative,Pengen nyoba Traveloka eats tapi kok kayak pada kecewa gara-gara ongkirnya yaa.. ?? jadi ragu mau pake. Masalahnya apps lain juga lagi gaada diskon ??;
718,5,positive,Bagus benerr nih iklan traveloka;
719,8,negative,traveloka xperience gabisa book professional hugger ya :c;
720,15,negative,@traveloka help center Traveloka di app kok loading mulu ya. Ada solusi lain kah min?;
"721,23,positive,""Oalah akun gede. Alus bener dari salah posting sampe ada yg ss ke twit, rame diRT, noticed diajakin. Endingnya emang campaign traveloka ??'""";
722,5,positive,Ini mah endorse traveloka wkwkwkwkwrwrwr;
"723,39,negative,""@traveloka min, pagi kemarin saya disms dari airasia kalo flightnya dimajuin. Tapi sampe detik ini belum ada email dari airasia atau traveloka terkait reschedule. Itu saya harus reschedule sendiri baru dapet e-ticket atau gimana ya? Plis bantu min soalnya""";
"724,31,positive,""Excited bgtt mo traveloka epic sale lagiiiii aslii pernahndapet aryaduta semanggi 3h2m sama breakfast cuma 500k padahal harga normalnya 1jt permalem. Pernah juga dapet room 90k, padahal normal pricenya 400k ??""";
"725,32,negative,""Aku termasuk yg ga suka paylatter buat kebutuhan harian, jadi kalau lagi ada diskon aja, misal kemaren ada diskon paylatter traveloka, tapi langsung kubayar, males bats kalau mau jt tuh ditelponin rentenirnya""";
"726,21,negative,""@traveloka memang enak makan duit gratisan tanpa perlu susah susah ya? Tinggal buat aplikasi, tarik duit orang tanpa perlu tanggung jawab""";
727,16,negative,Pihak Sriwijaya mmberi refund full knp pihak Traveloka kasih g ada Setengah nya . Piye trusan;
728,11,negative,Min @traveloka pliss buka DM dong. Min hello min min min;
729,11,negative,ini refalhady salah account beneran apa buat endorsement marketing traveloka si;
730,10,positive,Aku tim traveloka tapi kemaren pernah nyoba tiket oke jugaa;
731,11,positive,Refal hady pasti settingan anda mau promo traveloka kan??? Ngakuuuuu wkwkwk;
"732,6,positive,""Anyway, marketing yg bagus loh traveloka??""";
"733,9,positive,""endorse traveloka ini siii, tapii guee mauu jugaa woii????""";
"734,8,positive,""kl bnrn traveloka, promonya alus bgt anjir ??????""";
"735,10,positive,""yesss, let’s get nct 127 as brand ambassador for traveloka??????????""";
736,7,negative,Gue kira yg ngirim surat traveloka anjeeer;
737,11,positive,refal hady liburan tu brg traveloka makanya bisa ngajak2 org random;
738,12,positive,Team traveloka e dong.  si cas emangg udah lama talent e traveloka~.;
"739,21,positive,""traveloka ini alus bgt ya marketingnya. awkarin beli hotel, kelakuan anak intern di hrdbacot, skrg gimmick refalhady sm mba catsedih. ????""";
"740,11,negative,""Saking dah ga pernah kemana mana ";
"Sekarang buka Traveloka aja gugup""";
"741,20,negative,""@traveloka hai min saya mau nanya terkait car rent besok pagi, tapi dari pihak rentalnya blm ada menghubungi sampe sekarang""";
"742,16,positive,""kayaknya iya soalnya kmren abis iklan traveloka, tp bagian ngajak fans nya kayaknya beneran spontan dehh..??""";
743,13,positive,Traveloka ? ???????? YES !!!!! We are proud of you taeyong ah !!!!;
744,6,negative,Awas aja tbtb jd BA traveloka;
"745,44,negative,""@alkurnoona eh kak aku cek di traveloka kalo dari yia transit 2x (jkt & sg) lah dari sby malah transit 1x (sg doang) tapi mehong udah nyentuh 2,2 pake scoot (dari yia malah 2,9). Murah dari jkt 1,7 ?? semua asumsi tgl 20 des.""";
746,8,positive,Kalo ini marketingnya traveloka cakep banget sih wkkakskaka;
747,12,positive,In traveloka we believe.. admin dia lupa nk switch acct ke? ????;
"748,38,positive,""Utk tiket nya bebas beli dmn. Bs di KAI acces,atau traveloka. Tiketnya murmer. Yang ekonomi 30k. Yang executive arround 50k. ";
Karena kesan2 temenku tiap ke skbmi selalu buruk di perjalanan. Wkwk ;
"Nanti aku bs rekomendasi kuliner nyaa. Hehe""";
749,8,positive,Terimakasih @traveloka krn mu aku sedikit menghemat ????;
750,6,positive,admin traveloka Malay tyongf keknya ????;
"751,11,positive,""Ini beneran akun Traveloka Malaysia ya?";
;
"Tapi bener min Taeyong Best Leader""";
"752,19,negative,""Udh niat download traveloka karna mau liburan , nyatanya skrng udh kerja kerja kerja ga jadi liburan deh ?????""";
753,8,positive,HEH INI PASTI MARKETINGNYA TRAVELOKA YA KANN @refalhady;
"754,6,positive,""Yes, thank you Traveloka Malaysia ?""";
"755,17,negative,""450rb itu promo mas, dpt cookies pula ???? kalau di agoda atau traveloka 550rb.. mirip2 kure.. hehehe""";
756,5,positive,Ini s3 marketing traveloka yakin;
757,4,negative,ahhh gimmick traveloka kan;
"758,14,positive,""Iseng cek traveloka jakarta tel aviv 12 jt pp, nabung yuk biar bisa kesana""";
759,31,negative,Adain lagi voucher diskon tagihan isi ulang dong kak. Lumayan tuh habis beli tiket pesawat dapet Points banyak enak kalo dituker jadi voucher tagihan isi ulang. Dulu ada kenapa sekarang gaada;
"760,31,positive,""Hai Refal Hady, semuanya geger gegara igs kamu, tapi aku mah biasa aja, soalnya aku mencium aroma2 S10 marketing part 2 (kali ini bareng Traveloka)??";
"Mau ngeprank lagi kann, ngaku gakkk @refalhady""";
761,14,negative,Blm tau nder akhir bulan apa awal bulan. Dlu traveloka epic keknya awal2 bln.;
"762,33,negative,""yg traveloka tiketcom dkk lakukan---kalo dibilang cuman nyalo---nggak ngitung susahnya proses ngambil bagian margin yg gede itu dari tangan2 preman rent-seeker tsb. tiap2 airlines, misalnya, ada raja2 kecilnya sendiri. dibagiin seenak jidatnya aja.""";
763,7,negative,Jangan ngarep kalian ini cuman iklan traveloka;
"764,27,negative,""Kak jangan kan kamu. Mama ku baru sehari dapet paylater. 1 hari dah hampir mau sejuta, sampe di tlp traveloka karena takut bukan emak gua yg pake????""";
765,12,negative,pasti igs refal yg second acxount cuma gimmick buat iklan traveloka ??;
"766,25,positive,""Ah kmrn dr bandara jg naik bluebird, ternyata mereka gabung sm traveloka. Jadinya quick ride, ngebantu banget sumpah yg bingung2 naik apa dr bandara ??""";
767,19,negative,@traveloka saya ingin bertanya bagaimana status no.pesanan 818097943 ?? Klo memang sudah penuh uangnya tolong di refund secepatnya !!;
768,13,positive,Otw buka aplikasi @traveloka cari tiket ke singapore mau liburan bareng @refalhady ??????;
"769,14,positive,""Traveloka gimmick di medsos banyak banget tapi alus semua dan tepat sasaran terus.";
"Salut sih.""";
770,10,negative,Gatau kenapa belakangan sering denger kasus eror di traveloka sar;
771,7,positive,Janlup pesenn tiketnya di @traveloka yee repalll;
"772,30,negative,""Bakal banjir turis WNA kan? tp kok gw check d travel apk spt pegi2, traveloka, harga masih pd normal ya? Pd nginep dmn itu turis? Buka tenda d ancol? Wkwkwk""";
"773,41,negative,""Beli tiket @airasia_indo melalui @traveloka utk flight jam 6 pagi, direschedule ke jam 10.55. Saya atur reschedule sendiri di app ternyata bisa ke jam 7, tapi ada tambahan biaya. Kenapa jd saya yang rugi ya? Kenapa mindahin jadwal saya jauh amat?""";
774,8,negative,@traveloka hallo min butuh bantuan pembayaran saya nyangkut;
775,8,negative,Poin traveloka cuma notifnya expired mulu ga kepake;
776,9,negative,Stres gue bolak balik cek traveloka sama tiket ????????;
"777,30,negative,""halo kak mau tanya, beli annual pass via traveloka tapi aku gagal reedem pas upload foto tuh gmn yaa :( atau bisa reedem disana aja pas hari H? makasii sebelumnyaa""";
"778,19,positive,""Pake traveloka ya booking hotel dllnya? Tenang beb, aku selalu pake traveloka kalo booking hotel dan pesan tiket ??""";
779,5,positive,Hahhaa aseekk diajak mimin @traveloka????????;
780,12,positive,iyaa alasannya biasanya dia ada voucher traveloka jadi biar dia yang book;
781,16,positive,Kaget direply mimin xixixi ya dong min sayang kalo dilewatkan. Yes moga aku menang ya min??????;
"782,20,negative,""Modus lama kalo split bills. Modus baru dia yg pilih hotel,korban disuruh bayar ke traveloka. Rekening traveloka,padahal itu paylater traveloka,wkwk....""";
"783,10,negative,""Pegi - pegi paling oke, traveloka mah ngibul doang wkwkwk""";
"784,19,negative,""Dari pagi sampe sekarang, gue ngescroll Shopeefood, Grabfood, Gofood sampe Traveloka food buat maksi gue dan Paksu. Astagaaaa ??""";
785,21,negative,@traveloka halo kak. Dr kemarin sy mau pake quick ride di apps kok selalu begini ya? Ini kenapa? Mohon dibantu. Tks;
"786,30,negative,""booking flight @airasia_indo via @traveloka pesanan berhasil dengan creditcard, begitu mau check in di airport ga bisa krn ticket ga valid,bookingan otomatis tercancel krn pembayaran belum di terima oleh @airasia_indo""";
787,18,negative,Gimana ini??? @traveloka udah sampe bandara masa gak ditemuin kode booking nya dan disuruh pesen tiket baru go-show;
788,13,negative,Pengen buka twitter tapi yang di buka malah traveloka. Sering terjadi sama gue.;
789,6,positive,kocak bgtt twit ku direply traveloka;
"790,10,positive,""Makasih ya traveloka, kamu perhatian banget udah kayak ayang aja??""";
"791,8,positive,""Cari se di traveloka, banyak nan murah mah""";
"792,18,negative,""Pengen buka Tokped, jol pencet Duolingo. Pengen buka BNI malah pencet Shopee. Pengen buka Twitter malah pencet Traveloka.";
;
"Persoalan.""";
793,20,negative,@traveloka Kenapa kalian masih ambil duit saya? Kan kalian tau saya batalkan ambil kamar karena merasa ditipu oleh publikasi kalian?;
"794,10,negative,""Saya batalkan kamarnya, tapi duit saya masih diambil sama @traveloka""";
795,8,negative,Kok traveloka jarang epic sale ya sekarang :);
796,17,positive,Dua hari lagi guyss ada Traveloka epic sale!!!! Siapa yg ga mau staycation murahh!!! #traveloka #epicsale #epicsalebaliklagi;
"797,10,negative,""@traveloka kenapa sih gini terus appnya, gak bisa klaim reward""";
798,13,positive,Mending pesen di traveloka aja nder.. lbh trusted.. kadang disana ada promo kok;
"799,14,positive,""Always pake Traveloka sih apapun itu. Mulai dari tiket pesawat, tiket kereta ataupun hotel.""";
800,21,negative,@traveloka app traveloka ga ada 3ds ya? Sdh masukin cvv ga dikirim otp. Cc sdh sering dipakai transaksi online dikirim otp;
801,24,negative,Ini penyakit traveloka dari dulu. Ga ada otp transaksi bisa berhasil. Trus kita diarahkan ke bank. Pdhl gue pakai @tiket @pegipegi selalu ada otp;
"802,22,negative,""Traveloka gak heran. Beli tiket kereta dan pswt gak ada 1 pun terima otp. Pdhl sdh masukin CVV, tiba2 aja transaksi berhasil""";
"803,19,negative,""gue juga, sdh masukin cvv tapi ga ads otp. tiba2 trx berhasil. aneh banget @traveloka bisa jadi tmpt penipuan""";
"804,39,negative,""Saya sewa mobil lewat @traveloka . Dari awal sudah di bilang mobil kondisinya aneh, di tengah jalan pecah ban. Malah saya yang dikenain charge. Respon dari penyewa lambat dari awal. Gimana sih sebenernya ini tuh? Masa customer yg nanggung.""";
805,6,negative,Traveloka lagi bakar duit tuh sikat;
806,12,negative,@traveloka mau booking tiket pswt. Knp tidak ada otp hnya mmasukkan cvc;
807,9,negative,belom ada yg cocok nyari hotel di traveloka woi??;
808,15,positive,Sumpah masi nanya kalo beli di traveloka takut kaya org nanti?? tapi di traveloka murah;
"809,15,positive,""memang lebih murah traveloka nder, tp klo dari traveloka ga berlaku weekend dan hari merah""";
"810,7,positive,""kebetulan sih iya, murah di traveloka kok""";
811,13,negative,trimakasi traveloka walopun saya kmaren ketinggalan pesawat karna anda saya jadi untung banyak??;
812,5,negative,Puerto rico tidak ramah traveloka??;
813,20,negative,@traveloka customer servicenya ga ada yg bener lama bgt responnya ga di email ga di aplikasi semua gada yg nyaut;
"814,24,positive,""Beneran kasih ya min!!! Gasabar book hotel di EPIC SALE BALIK LAGI selasa nanti, karena aku juga udh beli tiket keretanya lewat traveloka ??????""";
"815,13,positive,""Aku tau nih #YangKamuButuhkan , ada di Traveloka Health, mudah dan cepat responnya.""";
816,16,positive,Aku saranin di Traveloka Health kak kalo mau konsultasi.  praktis dan mudah juga.  karena tau #YangKamuButuhkan.;
"817,15,positive,""Hanya di Traveloka Health kak, tau apa #YangKamuButuhkan , udah mudah, praktis, dan gak ribet""";
"818,15,positive,""Gak usah khawatir, sekarang konsultasi di Traveloka Health aja kak, disini akan menjawab apa #YangKamuButuhkan""";
819,4,positive,traveloka udah aman daah;
"820,42,positive,""Team CS @traveloka is the best ?? Shout out to the team yg standby malem ini dr jam 6 ampe 9 yg udah bantuin aku .. Keep up the good work! Bismillah, semoga bisa dpt bonus dan naek gaji ya Kak ??????""";
"821,17,positive,""Konsultasi kesehatan emang paling tepat di Traveloka Health, karena respon nya cepat #YangKamuButuhkan di saat situasi emergency""";
822,14,positive,Kak coba pake Traveloka Health dehh pasti lebih nyaman dan fastresponn karena itu #YangKamuButuhkan;
823,27,negative,@traveloka ini mksdnya apa sih yg bener tu gimanaaa??? Di aplikasi tidak ada keterangan pindah ke SuperJet. Saya ada meeting kerja tolong jgn begitu mudah pindah2 waktu;
"824,9,positive,""Sini pke traveloka Health aja kak, gampang lagi dipakai""";
"825,20,positive,""Sekarang kalo ngk ada waktu buat konsul ke dokter bisa via online loh, pake Traveloka Health aja udh bisa konsultasi""";
"826,13,positive,""Metiuw naik xtrans, di Traveloka bisa pesen sama ada jam2nya.. semoga bantu ya""";
"827,20,positive,""gk perlu susah susah sekarang konsultasi dokter online bisa di Traveloka Health gk pake muter muter, lancar lancar terus lagi""";
828,12,positive,solusinya cuma Traveloka Health #YangKamuButuhkan jadi ga perlu bingung2 lagi deh ka;
"829,22,positive,""gw salah satu manusia beruntung yg bisa nyicip kerja di traveloka padahal bukan dari sekolah favorit, boro boro favorit sarjana aja engga""";
"830,13,negative,""@traveloka @BANKBRI_ID HALLLOOO MIN , ini kenapa ke debet 2 kali yaaa ???""";
831,3,positive,Traveloka lebih perhatian;
"832,23,positive,""GOKILLLL EPIC SALE BALIK LAGI ";
ini ga tanggung tanggung sampe 30jutaaaa hadiahnyaa. Wahh gile si ini Traveloka, cobain nih sapa tau hoki ;
"https://trv.lk/EPIC-Referral-Game""";
"833,15,positive,""coba pake aplikasi Traveloka Health aja kak, cocok banget buat konsultasi ke dokter secara online""";
"834,13,positive,""coba pake Traveloka Health aja kak, pokoknya Traveloka Health akan menjawab apa #YangKamuButuhkan""";
"835,12,positive,""coba konsultasi di Traveloka Health aja kak, lebih gampang dan enak disana""";
836,19,negative,Pernah staycation di hotel by traveloka saking bagus nya type kamarnya ampe ga bisa tidur malah ?????? kesel ygy;
"837,19,positive,""Kalau bisa mending konsul ke dokter aja sih kak, karna kan lebih berpengalaman. Cobain deh di Traveloka Health #YangKamuButuhkan""";
838,14,positive,coba di Traveloka Health kak enak banget asli dah kalo konsultasi di sana ??;
839,11,positive,aku sih biasanya di Traveloka Health kal dokternya ramah tamah sih;
"840,25,positive,""halo kak aku mau rekomendasiin pake Traveloka Health aja, di Traveloka Health ini akan menjawab apa #YangKamuButuhkan jd ga perlu repot² lagi ke sana sini""";
"841,30,positive,""Sebaiknya emang konsul sih karna kan biar tau mslhnya apa dan obat yang pas buat diminum jg apa, biar gk salah. Konsul di Traveloka Health mnrut aku membantu banget #YangKamuButuhkan""";
"842,17,positive,""haduuh kak, sini deh aku rekomendasiin Traveloka Health buat kaka, pokoknya Traveloka Health akan menjawab apa #YangKamuButuhkan""";
"843,30,positive,""Menurut aku ya, klau udah konsul ke dokter itu jadi lebih aman soalnya kan nanya sama yang berpengalaman. Worth it ko, aku tiap merasa sakit selalu konsul di Traveloka Health""";
844,19,positive,sebenernya kl pgn tau bnr tdknya emang harus konsul ke dokter sih biar aman #YangKamuButuhkan ada di Traveloka Health;
845,3,positive,terimakasih ???? @traveloka;
846,16,positive,saranku sih emang harus konsul ke dokter sih biar lebih tau #YangKamuButuhkan ada di Traveloka Health;
"847,19,positive,""jangan asal asalan sih kalo minum obat, takutnya nanti ga sesuai gitu. mending konsul ke dokter aja ";
"Traveloka Health""";
848,18,positive,paling enak tuh konsul ke dokter aja sih di Traveloka Health biar lebih enak dan terpercaya juga #YangKamuButuhkan;
849,10,positive,mending konsul via Traveloka Health aja kak aku jg sering;
"850,22,positive,""Tapi emng bner sih klau bisa dikurangi minum obat, kecuali emng udah ke dokter gitu. Biasanya aku konsul di Traveloka Health #YangKamuButuhkan""";
851,18,positive,Aku rekomendasiin Traveloka Health buat kaka.  Traveloka Health tahu apa #YangKamuButuhkan jadi ga perlu bingung2 lagi deh ka.;
"852,23,positive,""bener sih, btw skrg aku ga bingung lagi kalo mau tanya2 soal kesehatan aku udah ada Traveloka Health #YangKamuButuhkan pasti satsetsatset nemu solusi?""";
853,15,positive,Traveloka Health bisa jadi solusi #YangKamuButuhkan kalo lagi urgent buat konsultasi kesehatan nder yuk cobain;
"854,14,negative,""Min @traveloka jangan ngasi paket transit beda maskapai lagi ke saya, saya sudah jera?????""";
855,19,negative,Semacam pengen extend Bandung trip tp kok dari tadi check hotel di traveloka yg gue mau full semua huhu;
"856,18,positive,""EPIC SALE BALIK LAGI ";
;
"menangin aku pokoknya ??. Mau terbang ke Makassar soalnya beli tiketnya di @traveloka tentunya""";
"857,9,positive,""Aku sih yess kak, secara pake traveloka terus hehe""";
"858,10,positive,""Asikkk Traveloka Epic EPIC SALE BALIK LAGI. Auto hemat ";
"https://trv.lk/EPIC-Referral-Game""";
"859,37,positive,""banyakkkk, daerah braga tuh kimayaa ibis gino feruci gtugtuu under 500 cek traveloka deh trs savoy homan jh under 500 tapi no breakfast kalau sukajadi kolektiv hotel lucuu ada de java jg. daerah riau gtuu ada tebuu""";
860,19,positive,waduh apeniii traveloka emg best bgt sumpaahh ini dpt 30jt tarr ya mantep bgtt https://trv.lk/EPIC-Referral-Game EPIC SALE BALIK LAGI;
"861,28,positive,""Wahhh pas banget nih kakak nyaa mau staycation, traveloka lagi ada epic sale loh buruan kak cek apk travelokanya dan ikutin GA lucky draw biar dapet 30 Jt""";
"862,29,positive,""EPIC SALE BALIK LAGI nih dan menangkan Lucky Draw Traveloka senilai total Rp.30juta loh ?? wahh para mutualanku harus pada tau nih giveaway dari Traveloka... ";
Kuy ikutan guys... ;
"https://trv.lk/EPIC-Referral-Game""";
"863,25,positive,""Info penting!! Traveloka EPIC SALE BALIK LAGI ada total hadiah senilai 30jt gila ga tuh? ?? temen-temen gua semua harus pada tau nih ?? ";
"https://trv.lk/EPIC-Referral-Game""";
"864,27,positive,""GUYS LIAT EPIC SALE BALIK LAGI DI TRAVELOKA ";
Gaskeun healing tanpa harus mikirin budget yg gede ???? ;
;
"Kapan lagi healing dapet kesempatan lucky draw senilai 30juta ??""";
"865,30,positive,""Guys guys, EPIC SALE BALIK LAGI loooo!! Mulai dari 31 May - 6 Juni 2022 bakalan ada reward sampe dengan Rp1 juta. Kapan lagi dapet beasiswa stekesyen dari Traveloka. ??""";
"866,14,positive,""Aaaa banyak banget bonusnya bener-bener EPIC SALE BALIK LAGI dong, sayang banget sama Traveloka""";
"867,28,positive,""OMG! ternyata EPIC SALE BALIK LAGI, @traveloka suka banget nih kasih kejutannn, ini kalian harus pada tauu ada hadiah 30 jutaa gile sii ayo di cek bestie ";
"https://trv.lk/EPIC-Referral-Game""";
868,9,positive,Pokok kalau udah traveloka untungnya ??????EPIC SALE BALIK LAGI;
869,10,positive,Traveloka EPIC SALE BALIK LAGI waaooww itu samething loe ??????;
870,5,positive,Coba pake traveloka. Lebih cepet.;
"871,11,positive,""What?? EPIC SALE BALIK LAGI ?? Mantap bet dah traveloka ";
"https://trv.lk/EPIC-Referral-Game""";
872,8,positive,EPIC SALE BALIK LAGI traveloka memang dekat dihati';
"873,13,positive,""Ahhh senangnya Traveloka EPIC SALE BALIK LAGI. Otw beli aahh. Mumpung hemat ";
"https://trv.lk/EPIC-Referral-Game""";
"874,10,positive,""EPIC SALE BALIK LAGI itu emang traveloka bikin gemes ";
"https://trv.lk/EPIC-Referral-Game""";
"875,22,positive,""Waahhh lagi bokek eh EPIC SALE BALIK LAGI , dan yang terpenting ada hadiah sampe 30 juta, yuk buruan buka traveloka ";
;
"https://trv.lk/EPIC-Referral-Game""";
876,8,positive,Yesss... menang EPIC SALE BALIK LAGI traveloka ??????;
877,9,positive,Cuann nihh Traveloka EPIC SALE BALIK LAGI . https://trv.lk/EPIC-Referral-Game;
"878,29,positive,""Aaa gila gilaa ada EPIC SALE BALIK LAGI , kalian juga bisa main lucky draw yg berhadiah sampe 30 juta loh! cus buruan buka link traveloka dibawah ini ";
;
"https://trv.lk/EPIC-Referral-Game""";
879,10,positive,EPIC SALE BALIK LAGI pasti muantul epiknya traveloka yess ??????;
880,13,positive,Traveloka ada EPIC SALE BALIK LAGI waaooww hampir 30 juta loe guys ??????;
881,4,positive,traveloka banyak promo tuh;
"882,39,negative,""Gatau kesalahan dipihak mana, yg jelas OYO 90802 pondok masto sudah alih fungsi, namun masih bisa dipesan dan tidak bisa refund. ";
"Dari pihak pondok masto bilang kesalahan ada pada @traveloka Mohon tindak lanjutnya @traveloka kasian customer banyak yg rugi""";
883,11,negative,tadi nyoba buka traveloka tapi kayak kurang lengkap untuk kabupaten pinggiran;
884,9,negative,Aneh banget pesen traveloka eats tp yg nganter grab????;
"885,28,negative,""Halo @traveloka, ini saya udah beli paket roaming malaysia dari jam 10 pagi.. hingga sekarang udah di malaysia juga belum terproses :)))) mau dicancel jg gabisa. Gimana yaa?""";
886,8,negative,Ga pernah sukses gue dapet promoan traveloka hiks;
"887,15,negative,""Oke, tolong pertanggung jawabannya @traveloka.";
;
"Ini 4 penumpang #Traveloka terlantar sdh 5 jam, belum berangkat juga.!""";
888,17,positive,gofood napa lg mahal bgt dh?? shopeefood juga delivery feenya jadi nambah hhh. thx traveloka life saver????;
"889,27,negative,""Giman nih @traveloka. ? ";
Kok belum ada jawaban di DM.! ;
;
Sdh nambah sejam lho sejak saya komplain tadi. ;
;
"Ada 4 penumpang yg Pesan juga dgn Traveloka lho.!""";
890,4,positive,traveloka sistemnya mantappu bgt;
891,13,positive,makanya gue blg gaada ticketing partner yg lebih bagus drpd traveloka anjrit WKWKWKWKWK;
892,5,negative,Jogja belum ada Traveloka eats;
"893,8,negative,""traveloka bakar duit nya minim, tp jalan terussss""";
894,9,negative,@traveloka ini ko blm di refund ya sampai sekarang;
895,8,negative,mau bayar traveloka malah tf ke flip ??;
"896,12,negative,""@traveloka Min, utk online check-in skrg gimana ya? Kok ga muncul pilihannya?""";
897,4,negative,Pengen uninstal traveloka. ??;
898,11,negative,Traveloka tuh enak bgt.  tp sayang penginapannya ga selengkap agodaaaa huhuhu.;
"899,11,negative,""@traveloka kak kok saya gabisa book tiket kereta ya, error terus..""";
900,11,negative,Traveloka Eats nya dong perhatiin. Buat promo yg menarik orang dong;
901,5,negative,sayang sekali traveloka gak promo;
"902,20,positive,""Guys yang masih nyari Tiket Now Playing Fest NPF Day 3 gausah beli di calo, di Traveloka masih ada cuy""";
"903,30,positive,""Iyaa bener sekarang tuh rentan banget jadi jangan asal pegang/cium anak apalagi bayi, bahaya banget kann Kasihan juga kalo sampe kena infeksi. Mending konsultasi aja di Dokter Traveloka Health. #YangKamuButuhkan""";
"904,38,positive,""Kalau mau gampang buka traveloka terus pilih travel, ntar sesuain sama lokasi kerja kamu, cek juga pake gmaps jaraknya ntar tinggal naik grab ke tempat travel. Pasti ada yang deket soalnya travel dari jakarta ke bandung banyak banget.""";
905,17,negative,Guys traveloka tu gabs liat jadwal kereta ya? Ko ditulisnya gaada rute due to covid 19 yahh??????;
"906,44,positive,""Kenapa resep obat itu diharuskan, ya karena kita org aw ga tau mana obat yg sesuai dgn gejala penyakit kita berikut dosis #YangKamuButuhkan nah sekarang setelah ada Traveloka Health ngebantu bgt kita utk konsultasi masalah kesehatan dll yg sesuai sm kebutuhan kita ya guys""";
907,21,positive,kalo ada apa apa harus langsung konsul ke dokter aja sih di Traveloka Health biar lebih enak dan terpercaya juga #YangKamuButuhkan';
908,23,positive,jangan asal minum obat harus banget ada resep langsung dari dokter. Apalagi sekarang udah simpel #YangKamuButuhkan ada di Traveloka Health pokoknya enak bgt!;
909,2,positive,traveloka sih;
"910,18,positive,""Aku bayarnya selalu transfer sih.. Untungnya blm pernah ada kasus kyk gini, mending traveloka atau airbnb lebih amann""";
911,29,negative,halo @Dufan @ancoltmnimpian saya beli annual pass di @traveloka tp kok pas dicek di web ancol malah tidak ada ya padahal saya nyantumin email yang sama gimana ya solusinya?;
912,23,negative,traveloka be sending notifs 10 times a day abt holiday plan like bish do u think travelling got me paid or smth smh;
913,29,positive,Banyak hotel di Jl. Soekarno Hatta. Pilih aja cap cip cup sesuai budget. Buka aja traveloka terus pilih mau yang harga berapa plus view apa. Meruorah is highly recommended.;
"914,19,positive,""setujuu, sender konsul saja ke dokter online. sy biasanya di Traveloka Health krn cepet bgtt responnya mana masii gratis""";
"915,27,positive,""fix si iya banget, aku juga langsung aja gitu ke dokter online bisa konsul secara online gitu di hp sama dokternya, kalo aku biasanya di Traveloka Health""";
916,16,positive,Yang kamu butuhkan adalah Traveloka Health wkwk konsultasi masih gratis plus bisa beli obat & vitamin;
"917,23,negative,""Halo tolong dong segera kirimkan formulir pembatalannya…terlalu lama responnya, sudah 1x24 pembelian masih tertunda terus, saya sudah melakukan pembelian via aplikasi lain @traveloka""";
"918,13,positive,""setujuuu, nderr ayo konsul sajaa ke dokter online kayaa di Traveloka Health misalnyaa""";
919,8,negative,Ketuker mlu mo buka twitter ama traveloka _-_;
"920,17,positive,""bener bgttt nderr, coba konsul lwt onlinee, ke Traveloka Health contohnyaa, dia bisaaa nerima konsultasi apapun #YangKamuButuhkan""";
"921,34,positive,""kalo tentang konsultasi gitu sih ya mending di Traveloka Health aja huhu, aku juga suka konsul di situ enak sihh, buat yang semisal ada yang sakit apalagi aku orgnya takutan, karena takut parah huhu""";
"922,39,positive,""nah kalo masalah konsul² gtu mendingan di Traveloka Health aja gaiss, aku ge di situ jugaa, ya gimana yaa rada² takut soalnya kalo lagi sakit, jadi mending langsung konsul aja yekan daripada ternyata sakit parah kan berabe ye ngga""";
"923,19,positive,""kalo gua akhir akhir ini kalo ada apa apa langsung konsul ke dokter traveloka health, boleh tuh dicobaa deh""";
"924,42,positive,""nahhh bener banget, kalau ada gejala apapun jangan disepelein, walaupun dibilang parno yg dikit-dikit nanya ke dokter online gapapaa.. btw aku lagii seneng nyoba di Traveloka Health krn masih free dan cepet tanggap jugaa dokternya! sender cobaa deh konsul ke Traveloka Health""";
925,17,positive,ishh kakak kalo mau konsultasi kesehatan bisa loh ke Traveloka Health apapun #YangKamuButuhkan bisa terjawab coba dehh;
"926,17,positive,""Lebih baik konsultasi ke dokter aja sih apalagi jaman sekarang simpel tinggal konsul di Traveloka Health ";
"#YangKamuButuhkan""";
"927,16,positive,""pake di Traveloka Health aja kak udah pasti ada #YangKamuButuhkan di sana, dijamin oke dah dokternya""";
928,24,positive,Klo mau minum obat janagn overdosis ya sesuai aja sama anjuran dan resep dokter pasti itu sesuai sama #YangKamuButuhkan dan ada di Traveloka Health;
"929,20,positive,""Konsultasi online banyak kok kak ga cuma disitu, ada Traveloka Health yang gampang dihubungi, ga usah khawatir bakalan lemot lagi""";
930,14,positive,#YangKamuButuhkan kalo ada apa apa langsung konsul ke dokter aja sih di Traveloka Health;
931,13,positive,Traveloka Health bisa jadi solusi #YangKamuButuhkan kalo lagi Urgent buat konsultasi kesehatan nder;
"932,22,positive,""Iya makasih udah ngasih tau huhu ?? ohh gituuu, gajadi nih aku uda dapet dari traveloka ternyata ada extra tiket huhu ??""";
